citizen_race,use_of_force_by_citizen,agency,uof_uid,tracking_id,incident_year,incident_month,incident_day,citizen_uid,department_desc
black,pursuit only,louisiana-state-pd,c84aa0aa66aa700b57276e80502765a4,08a1abbe07cba607b912cc36ca76b1a2,2023,3,12,671f7c1c0ba2e5d4496a19b3df4dd91c,troop b
black,vehicle contact,louisiana-state-pd,afb12e309ec9e384013976a3f5e035e2,c62967b4b96cf91e1d2d8e0d7326bf62,2023,9,8,6ca3b8a0625b2429c2a3ff2c4341449d,troop b
black,pursuit only,louisiana-state-pd,f78717af41e0d8bd81ab7276658c8899,7fd9f9929f31ca86f6953c85cddc2a9a,2023,4,2,73db0315e3cc92b0d7918b94bf4b3797,troop l
black,pursuit only,louisiana-state-pd,78de6378594a8e950052652f231fd9eb,8553a6163ea04dfb1d98596f52bee601,2023,1,10,bd32c98801fcb5c558e574e5ae4f51d7,troop i
white,,louisiana-state-pd,321e8ede090ae94e2063ebcc72da0fce,782e4c5192297bb69260bf8b8b05646a,2023,6,16,d95c925594657a7003006514bdaca214,troop b
white,pursuit only,louisiana-state-pd,23ae432c741a4c9433072dbba66cbb8e,6a2bcc2bb2ba68370188cb1574a3f930,2023,4,15,0887fba6b346af6e8aed592d175b59ec,troop g
white,pursuit only,louisiana-state-pd,4cf38bcd2eda96b06f7bf9be7c920628,c5cb74cd7ec40e3121fcde7193e5991f,2023,2,28,c36866c824d752293ad95acbc4bd1ded,troop a
white,pursuit only,louisiana-state-pd,192cf41b5d9f4717dd06e83d611bca3f,fc2bf3a9821a38fceb5f618750c2a4eb,2023,6,24,2449dfc2bdf689f94eff473ed13f6f9b,troop a
black,pursuit only,louisiana-state-pd,df9ed3434aae4e2607082530c412050c,0ff94381eb3ca20cd3247b6613f145a4,2023,4,4,4ed25573cf8ec5b2b629567da04a4c24,troop l
,pursuit only,louisiana-state-pd,515d618a3ea86133d0cd070c87ad1bf7,a95808319ef6e0890eb1d487724d5667,2023,6,28,15e51dc1a0203d4989582f1fc1967754,troop l
black,pursuit only,louisiana-state-pd,1618adaae0f2860ae8df8df2d0e24a80,b3d35a280a4a329948c03fc183da5a7d,2023,10,10,052456f9678c50105ee2cff1d37ea3fe,troop l
black,,louisiana-state-pd,cc41dacd64ee7b2c442a09cb2ebe5951,3a0f2f71750b40de8337e1b7facdd217,2023,11,18,9a404ba2407155c6564e9eb3d97f6fe2,troop l
,pursuit only,louisiana-state-pd,039dfc9aae3081f8812069e729afa078,0ea4014ba2056393fc7e75da807b9e85,2023,4,4,e4d5e57ea2acc017e27994379e801b1f,troop l
,pursuit only,louisiana-state-pd,99ed1f8f9a53fa19e589088e2a56100d,0ea4014ba2056393fc7e75da807b9e85,2023,4,4,5ff3e46a20c8bae07f44165fe0279a81,troop l
,pursuit only,louisiana-state-pd,7399ee93070dc1d42447edd1930f609e,0ea4014ba2056393fc7e75da807b9e85,2023,4,4,24ba363b4d39512dec697dbcfe578ba7,troop l
,pursuit only,louisiana-state-pd,6a38742c50314c0605ceec96b248b775,b08512d21d19a506cf22d93abe2d0584,2023,4,4,4b2775e9b2adf9bcd8d80585d3cafadc,troop l
black,pursuit only,louisiana-state-pd,800cbeeac6e39d744c44f4fdb2f774d9,52068b8ef50877cb4069397d79b8f720,2023,7,8,e9c9167254964e9d92a7e236b1bb78d6,troop d
black,pursuit only,louisiana-state-pd,848fedd9f38ac8e418fe5f9e79041e06,e065bfd589db44803758b632a7c0f7aa,2023,7,9,32e9635a970fa3b7a98a88b988d7a01c,troop d
black,pursuit only,louisiana-state-pd,4dc945fd5a9ffb7022e2f8cf7d07b4dd,f0c6a936f5e5a1dd8c2e13025727195c,2023,6,5,befa4a92e668faabc8e95bd3e8a08d5c,troop e
black,pursuit only,louisiana-state-pd,f8ba9723033b47bd1dcd2c61bbc55b3d,1bbe8928ba32b60964543f7bf63f9ade,2023,7,11,b52eb0e5f345fc3a2030c9c2a48d9b94,troop e
black,,louisiana-state-pd,7a7cc4ada528e4711578fbc4f7ccf62a,54b76de527b0a8a3cfb74b9fe898c206,2023,10,28,3b6042bac6bdf25fd5ebb9e92d2a7361,troop i
white,,louisiana-state-pd,e7db615502fa8d5a09342edaa77c1ffd,a63c4eb1dbc89e6f316729671febeacf,2023,12,21,ffe44614208554f89d8ea75cd91b0e4f,troop i
asian / pacific islander,pursuit only,louisiana-state-pd,b86f47634c73cffe513876fa60a8a750,6806b00b266bc450951b867676fb020d,2023,4,18,1c12bac2d55a1c7da0cb41bdd543a365,troop i
asian / pacific islander,pursuit only,louisiana-state-pd,c90527b7703a4f28221385e31ad5a0e1,6806b00b266bc450951b867676fb020d,2023,4,18,1ab493ccd03daa0292c442a99f65e125,troop i
black,,louisiana-state-pd,6e7c5fb0c612e5904df2003557535f32,b54d40e1327e8043895b88c33e83a35c,2023,5,21,7be37e90d789c39e2f878f1eb65fb31e,troop i
black,,louisiana-state-pd,51e75655bb609b5b9bae9daa836e47bc,b54d40e1327e8043895b88c33e83a35c,2023,5,21,90422e8914ad80db1b4823c114edcae3,troop i
black,,louisiana-state-pd,7e0c762ba19c5e676ac94daeb06125f9,b54d40e1327e8043895b88c33e83a35c,2023,5,21,bb645b0ba77bb63f8a7ea5d9d3fc73b9,troop i
white,pursuit only,louisiana-state-pd,fb802b547d499a94b442c6a4b84f2fe8,cfefaccc5ef21caeef0fb8b02067e5ff,2023,7,31,24e2867551c21ee1a2cede39d80ea64d,troop e
,pursuit only,louisiana-state-pd,203ad3b2d4f4534bff0b168ceb21776e,a7567c66cbf300252c0af588f532ede6,2023,8,23,f2e42b7fce8649584cd67302c1e36b36,troop e
,pursuit only,louisiana-state-pd,98e35e16ae3b7a3f6ca1a5d51b07ae71,e39e35e30dd98082c7fe1f647767bdee,2023,1,1,dc69945e8c22225e8a864d14ee5ac0e7,troop a
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,33b1af8eccdd72ca73d2e0ed2a2d2993,858a3ddbb7d83c2555e06874609fd5aa,2023,12,3,e2848618cef274774143b02794335cc3,troop a
white,pursuit only,louisiana-state-pd,cef1040793dfc565f82c5dbc15be587f,9c13cf505a567ff80354c1395abba4e9,2023,1,16,ce763c45a6cd9e93b2d71ba2fc755df2,troop e
black,pursuit only,louisiana-state-pd,64379e0a83d587ce39a6b235e85e3f1f,652ba3e5e5b9a9d1a73c9b0fae20cbb4,2023,3,25,2b1c7e4612dffe1ce683e67d3be6cb99,troop b
black,,louisiana-state-pd,7538c47d2ed5bda3d5d41f4eeff954da,1c71f3496002610d8dd5cac102d6bf68,2023,6,3,efe82932cc3e6d390fb63acb4237a96f,troop b
,pursuit only,louisiana-state-pd,dde275d6261750145f104f2cfcaa7d41,54a0bc7bbada2e21bd6cb7275e8aa694,2023,11,28,a2bc345614efd44db6d0a9c9b58b47ff,troop b
,pursuit only,louisiana-state-pd,7465616910efdaa853bccf16b0a2047f,e17c6a9d07b0d0206e62c6fc0673ce60,2023,12,31,3e8bc78376d0a146e881a62293b7d8c2,troop b
black,pursuit only,louisiana-state-pd,ed03779c33ffdc4b4acacb7d470c9f00,8a0501b9f98aef57b905f3e8e93dcc09,2023,11,7,d0761ef57b6b3d9f2391302a91867028,troop e
hispanic,pursuit only,louisiana-state-pd,baa75704002417a9b4ad6b516ce8ccb4,ea2bb8b6b7199055599632779a80ee75,2023,2,15,982e183a811eb18ea2a9f5f696e483d0,troop i
black,,louisiana-state-pd,68f31d248bbaa078893b0b03b8fba14c,8c1acbbaf1c4cd1fb58bbc84cd632669,2023,8,23,e27a4bf9f4bde712cd776289e050b060,troop g
black,pursuit only,louisiana-state-pd,9fe2c835efa719c37c03d725f3e64c70,42a5975bfec25ad2621b2b6c59da99e1,2023,12,29,f6f48eb724026006f9c547337762be2d,troop g
white,,louisiana-state-pd,060cdcf34e4ee13c93a329dba5641eeb,fcb2a50566f926dd596f9afb56905532,2023,9,6,62b1ad141648ddfc49fd2c9e13116f4a,troop a
black,pursuit only,louisiana-state-pd,71942782cc6c0a63a3689adf6f999f48,4aedbef1c99875bd66e17fda84b1882b,2023,2,19,ed7cd73fb7d7949823bae4c56c4c60c9,troop n
black,pursuit only,louisiana-state-pd,1a6e3d4ebee54728620e06a8b1933fc0,6256a1bd06a17eb006666bcb4d5baf57,2023,8,16,d767032d90859ef6dce6dad443b50ca6,troop f
black,,louisiana-state-pd,210586d9c93ddcdd0591070b1fd59eda,3fed20e85b286ae89a49732c7f8143cb,2023,2,22,42f9c265780f6d2fbedc7c9835b180e7,troop n
black,,louisiana-state-pd,c97fc4986760086a2a39af3a7a5e1cfe,30665e5289cf66fd72a7cf2b5024e32e,2023,11,8,d5245e9e2a59b91b771edd557e32db7d,troop g
black,,louisiana-state-pd,1047141ed742da1b2e2c911e5a7f662a,5688943b89b0b6313d76605a7b9ea11e,2023,1,1,28fc149354d5ca52184ef7111095f748,troop n
black,,louisiana-state-pd,39f7b88e522ffe87ecf1c5037c8947d8,5688943b89b0b6313d76605a7b9ea11e,2023,1,1,66fb051c7db7c57dc68776d2a541c3f0,troop n
black,pursuit only,louisiana-state-pd,4fe7a7e564e719583b679afd79bcd2ee,312abfb8dd12303e71e54e4e899710bb,2023,1,27,a1487cb9eac6bf3b57f155c8e7f74983,troop a
black,,louisiana-state-pd,8483ce16e5d7002e5553d46995d3634d,72a284f773c715dda11d9ce1e0b6dedf,2023,1,31,ab9e5645e7a8ef60f614f4e20d8f9927,troop a
black,,louisiana-state-pd,822ebeef7f0197027dedd3cc712bfc32,72a284f773c715dda11d9ce1e0b6dedf,2023,1,31,952aeb002f9b662426d2a35652071341,troop a
black,pursuit only,louisiana-state-pd,ae73814f836532ca515c3a317326e959,8beeaad709e4d8f03517dcffeba50272,2023,8,16,9a5a703d9ff61150c2dc983af5c8efa1,troop a
black,pursuit only,louisiana-state-pd,ccb294831e7884a79f407a8899ccac07,8beeaad709e4d8f03517dcffeba50272,2023,8,16,9e260867075405cf93af52dcb8278391,troop a
black,pursuit only,louisiana-state-pd,6ae6aa48336660ca3c10454a9f3b028d,8beeaad709e4d8f03517dcffeba50272,2023,8,16,ca17817cd25fa2c7622bec57bafee432,troop a
black,,louisiana-state-pd,9c1f85b0cc9886523b2f2a7859aa3f68,b19ef999a4c35d351154f74fa5f93ea4,2023,2,23,a3a673c8421a7cf50f71f89eece58a40,troop a
black,pursuit only,louisiana-state-pd,754b436abbc71ce4fe8e3f6af9e5bb24,60efa8d3458ae14d3650be6ba1fe3d76,2023,12,4,82e2f211b00a68d7ef04eb60e026521a,troop b
white,,louisiana-state-pd,5ca195ed3b83ff33b9034bd9bf907609,ca3be92718546fddc4be5219372f1965,2023,10,6,e6d0ff1179915bfe9035c25855cd3e49,troop d
hispanic,pursuit only,louisiana-state-pd,a76171b16a77a068c1ebde5600e7b7a4,61e632ef829a1294fe38f3abd5ade1c5,2023,2,18,097b907b26a4030e949b6ebf4a3bf1e8,troop b
black,pursuit only,louisiana-state-pd,5d9f294709e7adb87ca90df4128637ee,f973e3907ea8f8ae6baac5b34f237360,2023,4,23,0787c913382314057c5f0aa781983720,troop l
white,pursuit only,louisiana-state-pd,64e17f05a46a99c61fa53c0225901318,88f3cc4d502e746beaac5305ed78bac9,2023,4,29,67d3e91dbeb1ddb65f72703bdb58c9a7,troop l
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,415924a0ed0ff6a217914421f64bc521,a702b57425e7bb7db2eea80ac4ec14a8,2023,8,19,58687509f8607a99fa303442d56eefb2,troop l
black,pursuit only,louisiana-state-pd,6cadd4ca344844efc5f9f8c45881d5ba,06d98766dd6bd298263ca646a1a60c90,2023,8,22,3a8f086eedeca3548677adff9aa74a7b,troop l
,pursuit only,louisiana-state-pd,dbef5023cc488fbea881dfe0a6ba2358,c7c57d7f5586631c9006b39be3437c85,2023,11,23,307618901f491f89de0f0f959de36070,troop l
black,pursuit only,louisiana-state-pd,ca11da42a900bc5dec0ec49b16bcef9b,837be0f239ce9b4d4c42297113acc94e,2023,2,11,3cb7e7cf4dfc1c6f3a706920f1f92dab,troop l
black,pursuit only,louisiana-state-pd,03c0325ed90748aa6d3add29396c84e7,837be0f239ce9b4d4c42297113acc94e,2023,2,11,798a0a82ed87124429cc3ad1fe6ee45a,troop l
black,,louisiana-state-pd,34324eac01d49fef245b82fb9004db18,c52b183753f946c60065584b7c30ab46,2023,5,22,48dac491950b14544c1ca37d29f24472,troop n
black,,louisiana-state-pd,2abb6eb9cbe0f0a5c3c87a9343cd9c44,c52b183753f946c60065584b7c30ab46,2023,5,22,8c13da0e5a333f3b53f231bf49577668,troop n
white,pursuit only,louisiana-state-pd,41e582368b94932ea1f4700354e8cd0e,7f5ef8c17a7074893462897988fd7e56,2023,5,14,132e41e1ceaf783b7cb3862fe148ba8d,troop a
black,pursuit only,louisiana-state-pd,e01fad74224cb0eeae80c4f62e539c4e,540feb7840617177ab07f26b560b2f78,2023,9,14,603df32334d07d24901116b570e56ea4,troop a
white,,louisiana-state-pd,eeb9b6fd9fce8de6d75fdee2e0d1d4a3,831eab804fa7a0b40a2b01e11fd31735,2023,2,1,46dcff86963365e5763a73d223d39a96,troop c
,pursuit only,louisiana-state-pd,d1202e4f81b493ef9c110fdc9537d177,2e5d6f337717879bfdcae62f4f29fe5c,2023,12,26,2ce86dc14da3dba43792dd2cc23d7041,troop b
white,pursuit only,louisiana-state-pd,18e5d906434432922de7aa414b29b572,f1f727d5d464a24ccc66a1f6f510b91b,2023,1,1,843c34416f2a13dd28ff6725ee0c1b91,troop f
white,pursuit only,louisiana-state-pd,a238716430a7917548a4ba4767516fc8,e066dff43c90070ed72ed21aac559871,2023,1,4,442934854fe69e77c2193a954c6aa31c,troop e
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,e782cc15d036c877fbb6d222b1f41bb1,63d11ae105a73cfc43cef9e627d1a979,2023,3,6,c6c5fad0aa3c7364c602a435ee0d576e,troop e
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,bf6b43d17878f2821fb41f7216abf3d4,02e3cfd45648fad3ba14663390ed88a2,2023,3,25,9e182ce8c6beb7c4e959b85198731afc,troop e
black,pursuit only,louisiana-state-pd,ccb9e275c2e4f233ef22c3235164b323,230f906f384f4cef17ead682bd223533,2023,7,1,4ac9e6ff53613368b44e159cf0946388,troop e
black,pursuit only,louisiana-state-pd,90bb1f667a4618f3063b75b5b81d831d,39ab300736452ee90634b454f517ef46,2023,3,29,4a8ce456796ccbd3f72bffcfec21c3fe,troop g
black,pursuit only,louisiana-state-pd,d672ab20c0274af555d2a49662b3d6e1,39542faa850bcbae1548b5d71fefa68b,2023,5,17,3aec3a269fbb98594ceb10835cb31db8,troop g
black,pursuit only,louisiana-state-pd,1192752a44aae2ae76f75de8a785a41a,c97ae9ad5023f21b8e16818f66bb645c,2023,1,1,55de197e2069383f2c4e24227614b9a5,troop a
hispanic,pursuit only,louisiana-state-pd,5619e4635fb3a14a9baafa46d92aa2cd,ff58d83b49e10cc940656c1882daa05e,2023,10,15,42928ebd31bc1bec53be402085cfbe3b,troop c
white,,louisiana-state-pd,f9b3e5253a6a38b53fc1895d16974944,938ae8dae5e6b490dcc10c7d0995774b,2023,12,10,6e0968715524dbeb1a8aa3af1f682b83,troop c
white,,louisiana-state-pd,009565576830134878af9aec85540df8,938ae8dae5e6b490dcc10c7d0995774b,2023,12,10,3d4818d81efdfac9ee08ae707f06ecd1,troop c
white,,louisiana-state-pd,280702aae197e793eaaf5775c0dd62d2,938ae8dae5e6b490dcc10c7d0995774b,2023,12,10,e27557b0e8172e774b5da8473b7739ea,troop c
black,pursuit only,louisiana-state-pd,448d31812b7f3c514637d8d0070e86d7,0db14885c6f97d6f84d10d8a8e521b06,2023,1,29,656d39847115f2354c7aa47bef299c22,troop e
white,,louisiana-state-pd,dd1da9bfb7edf2c3e48dd3429e223bbc,001c7c8bf87de17c129dc32eefec6988,2023,3,26,4f7b91825e57c7cc9284132b85d870c1,troop e
white,pursuit only,louisiana-state-pd,5ea1294db40b33ffd4077b1d248f3156,766a1592a8361a722d04e3c4bf03feb9,2023,9,10,d8c0bcfd45cf46f6f55dcc592754ceec,troop e
black,,louisiana-state-pd,9440e16c1475858df90a54d03b6a4dbf,3515c49df142ebdeeaf928c6c6c88f0f,2023,10,14,e617b348729d29a35640ff8a166bed60,troop a
black,pursuit only,louisiana-state-pd,0781805a0087b0a534e453facdfe248e,fc971b3b66c88536aac25be0b3e9c488,2023,4,22,5a1f6a8beea7fe2892cef116a9d7c7c3,troop f
black,pursuit only,louisiana-state-pd,46756d0bb2bc608905677c9b92ecfa91,95ceaaac409be51b1c15a07ca430c68f,2023,2,14,7c7f5ab86e8d7ef9a82cfd682c86bd29,troop b
black,,louisiana-state-pd,b31825f87e5278fb5f4fb02cd2cdf410,50e43bcdba053b17ff236d7a687c515e,2023,6,24,f5e3387d2ed5f5b01826b24eddae4da5,troop b
hispanic,,louisiana-state-pd,cc452f47d28428b59d0612b25cbbe502,c1c94e9e5612c266483a631e3044c06b,2023,12,23,a0f893256ac3d64d22f220e4d94216a9,troop b
hispanic,pursuit only,louisiana-state-pd,d924531d2174c2ca95b5b103cb870da1,4dece17b576b244201fb1b693ce8e302,2023,3,9,24d67de3e31ca235e904e11461e64918,troop i
black,pursuit only,louisiana-state-pd,1e969c1afd7c0876538ef744f50af46e,9201077893539b801a8c29191f94dcc3,2023,3,30,f7e4b5f5bbf0be6430531bfb99326c0e,troop a
black,pursuit only,louisiana-state-pd,5ff14a54ba83f99cba95e93a5f746a3e,c9ffb41a06d140c3780af1539869be34,2023,6,9,bd84598723257105716365a4dcc01cfd,troop a
black,pursuit only,louisiana-state-pd,86f71f28122d16db2e31ee01dd3494be,01935f47968fb32e53e74ddf5a503649,2023,11,19,afc4f785b723d1e89456b52de3828e75,troop a
black,pursuit only,louisiana-state-pd,e596c97249cdeabac8ca828dbcf82b56,a501cdc1dcd0d3e18458f8717253993f,2023,1,23,64cc5734849526968fe1a2125075663a,troop d
black,pursuit only,louisiana-state-pd,7077e1b089bc991de18ca9ce31246e5b,99253a9c137e4c0a4342195a553fec2a,2023,8,14,bdb76459514730628e3fbc7dd5d2af57,troop b
,pursuit only,louisiana-state-pd,1bc18e10f442d0dc6b1057e1a1852040,f8c50a49efa1448b15d7b139b8f86c92,2023,4,19,0175549e8c0073ec5ea74898bd07029a,troop b
,pursuit only,louisiana-state-pd,2e42a88beca24977d05bd91166340c59,33f40dbcec76b55c499790657d37211d,2023,2,7,9bf32395b9353cfbef2f3226a3ce075d,troop g
,pursuit only,louisiana-state-pd,b5a083b3c70e9555a244b73de4432026,a814b9943c5e0ce454861e644b0fe5b3,2023,3,1,6e81656466e5d326d9f3d88fcdb445fa,troop g
asian / pacific islander,pursuit only,louisiana-state-pd,6ddbf04d1a00bdda94ee0a982737b4c4,ec9efe571b9f1ee03c1d324fbc9c5a1e,2023,8,21,e4d41c4d221c63376290ec43a53cccd7,troop a
black,pursuit only,louisiana-state-pd,618c2e18e96186c6b9ec8061bf6a9555,b311eb7f35c96bf1eee5d70bad4caa6a,2023,12,1,8b170ebf7e5f414ecef44dcfad68daae,troop a
black,pursuit only,louisiana-state-pd,2e1893f8390f16a6113f83e9504f3669,a563a526362db9c72e77d0fcc16f0685,2023,6,12,46d7079f55550f3efdb5bc6d6aba318c,troop c
white,,louisiana-state-pd,cacb7aaea84fdde90326ee84b01bda2f,5789a3c8168870194a919790e89bdccd,2023,5,23,4cec73a7293f051d5f2d4baee9da386d,troop l
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,50e2c1be59535b7030a53a8a8ca14a75,d9cf9f5e37483f76b4942afc4ea46850,2023,8,12,5808db9adb473fc0025618fcea536a75,troop l
,pursuit only,louisiana-state-pd,f7269d5572421d1200074d125d4376df,c3332f835c56bc1913270654a1f1dfbe,2023,3,5,b7efd9cd58e7ea3d378dbee19d5ae7f4,troop i
black,pursuit only,louisiana-state-pd,db8455ebae3aefb40cb7adbf55cf453b,744db88b9dac96fe8c06d1e0ac9962a8,2023,7,27,afb8bbe193ea178c985751c23b092b85,troop b
black,,louisiana-state-pd,2f715fab1ff4db8e199c41acb3482722,566aac05620d42908f4ec2cdb32eb20e,2023,12,28,ecf2e13c0d44a04963287ef2ccfc2fdb,troop b
,pursuit only,louisiana-state-pd,a69efa887e86d7c7fd2cdd381901db74,8d7d0ba2171e5f95062b865ff0e0ae34,2023,7,22,e7f362c655c837d7a88a90a0618ce942,troop b
,pursuit only,louisiana-state-pd,19157daff9336b630d37f47852f46d5f,26a13a89904cb0c4417031a4611bfa88,2023,8,18,e67404e7264037e590d112b1092c170c,troop b
white,pursuit only,louisiana-state-pd,e583720f1206bebcbc7b6df06fa357b1,00bf64c29e7780dcd7b08c85679a056d,2023,9,30,854cf87318990b468a1e6f9c0c0c8463,troop b
,pursuit only,louisiana-state-pd,0854861bab66eb398a6b62a22953c355,cf0db94e444c54adacb23df3183fd648,2023,12,15,5b3575163e88f99a8714a211c295ea35,troop b
black,pursuit only,louisiana-state-pd,d4b618c019252c1170d439066ecbfc60,45af3597210617c4a580f21f1eb10472,2023,3,14,cef547c23a1e96166d2ba2476a21bc76,troop g
hispanic,pursuit only,louisiana-state-pd,800a35943ca03ae6c0efbac9a2159e0d,1562a0de64485de1bc3ddae31464acfd,2023,8,13,61f231423898cda57ae42d241d96dca3,troop b
black,pursuit only,louisiana-state-pd,e6706ae80bcb6da69dfa0a8949896d00,a02372b76fbf162db27f2d4d879a6797,2023,7,8,9d6d104b01067b4bc85a59765355f1c7,troop e
white,,louisiana-state-pd,7146d572834a256832aefd72ce872d1e,af468542f72ae868c4a78de4c602f8d5,2023,10,11,852bf463f29b217c0887521707e3f030,troop e
black,pursuit only,louisiana-state-pd,512583b5eca9f1667c209412f24d3835,05d8982da54449cb59fdda2f959e40a9,2023,8,11,66fdca7894599e3d4195ec22bdbdd0a2,troop i
black,pursuit only,louisiana-state-pd,db9df31ced6464c5da91538fab8c5378,63c392e51c2e6bc6d3f2404f03c7b2b3,2023,9,21,eb44602614d982df04467869ac59f619,troop i
white,pursuit only,louisiana-state-pd,924aa86852ccf58621f4b0b43ef95a0d,3c6ad9dc4ae07bbdc132c58fd2a7fe01,2023,11,12,1479f3822c1875622ee7614ea95595e0,troop i
black,pursuit only,louisiana-state-pd,61723ef3a8df03a92477497a815f29e3,441e9a423c79f2d473bf54a93e7d36ad,2023,11,26,ba23e6d2c21774d2fbcd1ae8dd195ac3,troop i
black,,louisiana-state-pd,b7cfdbbbc9ce41e0e5cdbc7e7f9fb657,afe1b5a0914236ef4f5277db6bc987c9,2023,4,5,b91dc019a6685e9b34dcf5daf9b3dbb5,troop e
black,pursuit only,louisiana-state-pd,33f596755264b8bf7c5d69abbcfcb112,7c8e233e9637922421b31ee3e7a640df,2023,4,22,9641d34902aecab22094868743b65d5c,troop a
white,pursuit only,louisiana-state-pd,d29aae9bfe2ee61c705d432d1b94e5d1,d2d49016168ee5b037d69b7fba9cb373,2023,12,9,a9591356be8d9d14e2af4eccf556f9b4,troop f
white,pursuit only,louisiana-state-pd,b479bd3cf3d4f1e6604532e33e1d0250,d2d49016168ee5b037d69b7fba9cb373,2023,12,9,4aa59a3ea7f38e8ff84ec591bfd2639e,troop f
,pursuit only,louisiana-state-pd,96cd9c34d3e8e14a333c76b46a425b36,5c1125c2ac71d725bd0b129ad6702bc2,2023,9,28,adc2a17db73cb7d71617ee5db7b52781,troop f
,pursuit only,louisiana-state-pd,6eb8f97b12e5d3d9caeb41d0325a9576,5a45b62c6e07b702d06bda9e8e6cb58e,2023,11,26,beae36bbca567ecce2e0f67735e2fa9b,troop f
white,pursuit only,louisiana-state-pd,1c3dbd8caf463a4ecee7a24efa16b45b,66c58924ed22190010a6c921e0a1b979,2023,6,20,8a361f8230ea821e677e29f31d4a12d8,troop c
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,4162c89c0a38486c6a5beeccdb3ed3d6,89745fe31e95cac10bdcf14ac2c64626,2023,3,13,59e495432c13466e5aa983862073b5b0,troop l
white,"other use of hands, fists, feet, etc.",louisiana-state-pd,01659f5c1d3a91bd9c402c54b68fbe08,89745fe31e95cac10bdcf14ac2c64626,2023,3,13,df4ab4489151b2079b1fe0808babecff,troop l
white,pursuit only,louisiana-state-pd,a5bed9909481cbc390c55c348bad22a2,aa8638f4f49ab66110c776f1df454f67,2023,5,9,c24e57b05f27afc21fc2befbe9a58194,troop f
black,,louisiana-state-pd,5de8db406686e469c21119c1399a0985,2ab51399e244a262ab2b0ea0a2dcb4f5,2023,7,29,81b8552634ff97eef081b7878b505e50,troop f
black,pursuit only,louisiana-state-pd,2cf380fed54d915c360c397c30a022a9,10ae48a2433ca132688d153ad6dea426,2023,7,15,ff123b19f8d7e162dbb4c3bda82993de,troop g
,pursuit only,louisiana-state-pd,4b6158d9692a11c73499362b5252af63,8b34f04531391a85e8441b0e9b4e174e,2023,2,2,cf9e2f3e762bf731a7e926711e9beab1,troop b
black,pursuit only,louisiana-state-pd,7e5d43489f1945d6ee59cd0d0eb7ab20,00dc4e9992367dc17efde389e273cea1,2023,2,10,53fdbf3595a1040215de623c82ad98d8,troop l
white,pursuit only,louisiana-state-pd,1ffe8b13f23ba67bc2ccf47a38fffcb6,f22681fedc36eb34998d804f40c87683,2023,3,30,c29f783ff30eea419b8c7a15f89efcbe,troop l
black,pursuit only,louisiana-state-pd,19af84c6145f94c455c701e02fe466f9,f1d029482f93ce41aa9738bdd4eae993,2023,5,31,452590df9707c3f0441214cf0e5e5a60,troop b
black,pursuit only,louisiana-state-pd,2848a167a540c6c12618c90db8fe7c33,5db694b80a841efe9c780c15d337b6cd,2023,6,10,a2bccf1fc7c666be5af43ef0aa095d3c,troop n
,pursuit only,louisiana-state-pd,301be404f396750259727cd1547c79c5,bdb6dfbb3fce19170c43ebb14ff40c16,2023,9,6,d89bc53ff1b81c5445a73b9ed7aaba21,troop l
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,960c43664749f8496d40866c199e4de7,1154867b4d8d287b032dfde73b0d191f,2023,9,19,979b8b9ef473ca82a19adc0fd677fe89,troop l
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,7b6fa1f9d8b2ee073895a806cfa6a6c1,1154867b4d8d287b032dfde73b0d191f,2023,9,19,2aa013ac59873ad3e40f64cb1ccb8a0c,troop l
black,"other use of hands, fists, feet, etc.",louisiana-state-pd,e6e1f18af6bc4a6cb5d0f9f4f7c655ec,1154867b4d8d287b032dfde73b0d191f,2023,9,19,dc3cb1a1c6d7eeaf13ea24bac0a1893d,troop l
hispanic,"other use of hands, fists, feet, etc.",louisiana-state-pd,960c43664749f8496d40866c199e4de7,1154867b4d8d287b032dfde73b0d191f,2023,9,19,783d7d80748037068da90d3223f13b6d,troop l
hispanic,"other use of hands, fists, feet, etc.",louisiana-state-pd,7b6fa1f9d8b2ee073895a806cfa6a6c1,1154867b4d8d287b032dfde73b0d191f,2023,9,19,79a9154646e4affa122e86c75ec39e7a,troop l
hispanic,"other use of hands, fists, feet, etc.",louisiana-state-pd,e6e1f18af6bc4a6cb5d0f9f4f7c655ec,1154867b4d8d287b032dfde73b0d191f,2023,9,19,ebb715a80eeb4e5922437d774eee0665,troop l
black,,louisiana-state-pd,1cd23a11d26bc1bd4b8c4dbefd8692ef,2a66bc72a8f94a140a8309acb1af5b14,2023,3,14,1279329a809102e9dc927474a0ae6d09,troop n
black,pursuit only,louisiana-state-pd,c839a83cfc685db760fd59732dec027f,c83af6e9e2403b87a422addf74fd168f,2023,1,2,6171a8e7ffb3cdf8935e9dfc41550b35,troop n
